Oluþumunda tektonik hareketler, volkanik olaylar ve doðal etkenlerin eþ zamanlý rol oynadýðý göllere ne denir|göllere denir||DESCRIPTION|DEFINITION|Karma oluþumlu göller
Kuzey anadolu daðlarýnýn denize bakan yamaçlarýnda görülen toprak çeþidinin adý nedir|toprak çeþidinin adý||ENTITY|OTHERS|Kahverengi orman topraklarý
Bir veya birden fazla özelliði benzer olan alanlar neyle adlandýrýlýr|anlanlar neyle adlandýrýlýr||ENTITY|ENTITY|Bölge
Sadabat Paktý hangi ülkelerden oluþuyordu|hangi ülkelerden||LOCATION|COUNTRY|Türkiye Ýran Irak Afganistan
Dortmund hangi sanayi bölgesinde yer almaktadýr|hangi sanayi bölgesinde||LOCATION|REGION|Ruhr
Ayný kentin içinde bulunup kentten soyutlanmýþ yerleþim alanlarýna ne ad verilir|yerleþim alanlarýna ad||ENTITY|ENTITY|Getto
Sanayi devrimi kaçýncý yüzyýlda gerçekleþmiþtir|kaçýncý yüzyýlda||TEMPORAL|CENTURY|18. Yüzyýl/XVIII. yy
1960 yýlýnda Dünya üzerinde yaklaþýk kaç kiþi þehirlerde yaþýyordu|kaç kiþi||NUMERIC|SIZE.POPULATION|1 Milyar/1000000000/1.000.000.000
OECD'nin açýlýmý nedir|açýlýmý||ABBREVIATION|EXPRESSION|Ekonomik Kalkýnma ve Ýþbirliði Örgütü
1950 yýlýnda Dünya genelinde kiþi baþýna düþen milli gelir ne kadardýr|milli gelir ne kadardýr||NUMERIC|MONEY|1.671$
Türkiye'deki sarp bölgelerin kapladýðý alan ne kadardýr|alan ne kadardýr||NUMERIC|SIZE.AREA|487864 Km2
Türkiye arazisinin yüzde kaçý düz ve hafif eðimlidir|Türkiye arazisinin yüzde kaçý||NUMERIC|PERCENTAGE|%8.5
Türkiye hangi yarým kürede yer almaktadýr|hangi yarým kürede||ENTITY|SPHERE|Kuzey Yarým Küre
Teþvik-i Sanayi Kanunu ne zaman çýkarýlmýþtýr|ne zaman çýkarýlmýþtýr||TEMPORAL|DATE|1926
1. Ýzmir Ýktisat kongresi ne zaman yapýlmýþtýr|ne zaman yapýlmýþtýr||TEMPORAL|DATE|1923
TCDD'nin açýlýmý nedir|açýlýmý||ABBREVIATION|EXPRESSION|Türkiye Cumhuriyeti Devlet Demiryollarý
Türkiye'de ilk uçak ne zaman üretildi|ne zaman üretildi||TEMPORAL|DATE|1936
Türkiyede üretilen ilk uçaða ne ad verilmiþtir|uçaða ad||ENTITY|OTHERS|ND-36
Türkiye'de üretilen ilk uçak hangi ilçede üretildi|hangi ilçede||LOCATION|CITY|Beþiktaþ
DPT neyi ifade eder|neyi ifade eder||ABBREVIATION|EXPRESSION|Devlet Planlama Teþkilatý
DPT ne zaman kurulmuþtur|ne zaman kurulmuþtur||TEMPORAL|DATE|1960
Tarýma elveriþli araziler ülkemiz topraklarýnýn ne kadarýný oluþturur|ne kadarýný oluþturur||NUMERIC|PERCENTAGE|0.33/33%/%33
Tarým sektöründe sulamadan sonra verimi artýran en önemli faktör nedir|faktör||DESCRIPTION|REASON|Gübreleme
TÝGEM neyin kýsaltmasýdýr|neyin kýsaltmasýdýr||ABBREVIATION|EXPRESSION|Tarým Ýþletmeleri Genel Müdürlüðü
Türkiye Zirai Donatým Kurumu'nun kýsa adý nedir|Türkiye Zirai Donatým Kurumunun adý||ABBREVIATION|ABBREVIATION|TZDK
Devlet Su Ýþleri kýsaca nasýl ifade edilir|nasýl ifade edilir||ABBREVIATION|ABBREVIATION|DSÝ
Toprak Mahsulleri Ofisi'nin kýsaltmasý nasýldýr|Toprak Mahsulleri Ofisinin kýsalatmasý||ABBREVIATION|ABBREVIATION|TMO
Buðday üretimi en yüksek olan 3 ilimiz hangileridir|3 ilimiz||LOCATION|CITY|Konya Ankara Adana
Pirinç hangi bitkinin kabuklarýndan ayrýlmasýyla elde edilir|hangi bitkinin||ENTITY|PLANT|Çeltik
Fasulye kaç metreden yüksek yerlerde yetiþmez|kaç metreden yüksek||NUMERIC|SIZE.HEIGHT|1200 metre
Pamuk bitkisinin tohumuna ne ad verilir|tohumuna ad||ENTITY|OTHERS|Çiðit
Çiðit nedir|Çiðit||DESCRIPTION|DEFINITION|Pamuk bitkisinin tohumu
Türkiye þeker pancarý üretimine ne zaman baþlamýþtýr|ne zaman baþlamýþtýr||TEMPORAL|DATE|1926
Ýlk þeker fabrikalarýmýz hangileridir|þeker fabrikalarýmýz||ENTITY|OTHERS|Uþak Alpullu
Ege bölgesi Türkiye'deki haþhaþ üretiminin kaçta kaçýný karþýlar|haþhaþ üretiminin kaçta kaçýný||NUMERIC|PERCENTAGE|
GAP'ýn açýlýmý nedir|açýlýmý||ABBREVIATION|EXPRESSION|Güneydoðu Anadolu Projesi
Seralarda sürdürülen faaliyetlere ne ad verilir|faaliyetlere ad||DESCRIPTION|DESCRIPTION|Seracýlýk
Rize çay üretimimizin yüzde kaçýný karþýlar|çay üretimimizin yüzde kaçýný||NUMERIC|PERCENTAGE|0.75/%75/75%
Maden cevheri içindeki metal oranýna ne isim verilir|metal oranýna isim||ENTITY|OTHERS|Tenör
Anadolu topraklarýndaki madencilik ne zaman baþlamýþtýr|ne zaman baþlamýþtýr||TEMPORAL|DATE|M.Ö. 7000
MTA nedir|MTA||ABBREVIATION|EXPRESSION|Maden Tetkik ve Arama
MTA ne zaman kurulmuþtur|ne zaman kurulmuþtur||TEMPORAL|DATE|1935
Türkiye Petrolleri Anonim Ortaklýðýnýn kýsa adý nedir|Türkiye Petrolleri Anonim Ortaklýðýnýn adý||ABBREVIATION|ABBREVIATION|TPAO
Dünyadaki bor rezervlerinin yüzde kaçý Türkiye'dedir|bor rezervlerinin yüzde kaçý||NUMERIC|PERCENTAGE|%63/63%
Doðada kaç çeþit bor minareli vardýr|kaç çeþit bor minerali||NUMERIC|COUNT|230
Lüle taþý hangi il çevresinde çýkarýlýr|hangi il çevresinde||LOCATION|CITY|Eskiþehir
Aydýn'ýn hangi ilçesinde jeotermal elektrik santrali vardýr|Aydýnýn hangi ilçesinde||LOCATION|CITY|Germencik
Bitkilerden veya biyolojik atýklardan elde edilen enerjiye ne ad verilir|enerjiye ad||DESCRIPTION|DEFINITION|Biyoenerji
Petrol yataklarýmýzýn büyük bir çoðunluðu hangi bölgemizde yer almaktadýr|hangi bölgemizde||LOCATION|REGION.LOCAL|Güneydoðu Anadolu
Terrarosa topraklarý hangi bölgemizde daha sýk görülür|hangi bölgemizde||LOCATION|REGION.LOCAL|Akdeniz
Yýllýk yaðýþ miktarýnýn az olduðu kireçli topraklara ne ad verilir|kireçli topraklara ad||DESCRIPTION|DEFINITION|Kahverengi bozkýr topraklar
Kestane renkli bozkýr topraklarýnýn olduðu bir yörede yýllýk yaðýþ miktarý ne kadardýr|yaðýþ miktarý ne kadardýr||NUMERIC|SIZE.HEIGHT|400mm 600mm
Çayýr bitki örtüsü çevresinde oluþan topraklara ne ad verilir|topraklara ad||DESCRIPTION|DEFINITION|Çerezyom
Sürülmesi ve iþlenmesi zor, kil oraný fazla olan topraklara ne isim verilir|topraklara isim||DESCRIPTION|DEFINITION|Vertisol
Ege, iç anadolu ve doðu anadolunun çöküntülü kýsýmlarýnda yaygýn olan üst kýsmý kireçli topraklara ne denir|üst kýsmý kireçli topraklara denir||DESCRIPTION|DEFINITION|Rendzina
Akarsularýn taþýyýp biriktirdiði malzemelerden oluþan topraða ne denir|topraða denir||DESCRIPTION|DEFINITION|Alüvyal toprak
Daðlýk alanlarda yamaçlar boyunca ufalanan çeþitli malzemelerin, daðlarýn eteklerinde birikmesiyle oluþan topraklara ne ad verilir|topraklara ad||DESCRIPTION|DEFINITION|Kolüvyal toprak
Volkanlardan çýkan kum boyutundaki malzemeler ile yamaç eteklerindeki kolüvyal depolar üzerinde oluþan topraklara ne denir|topraklara denir||DESCRIPTION|DEFINITION|Regosol
Türkiye arazisinin yüzde kaçýnda tarým yapýlmaktadýr|Türkiye arazisinin yüzde kaçýnda||NUMERIC|PERCENTAGE|0.36/%36/36%
Türkiyede yetiþtirilen tarým ürünlerinin çeþitliliði temelde neye baðlýdýr|neye baðlýdýr||DESCRIPTION|REASON|Ýklim çeþitliði
Türkiyede en çok yetiþtirilen tahýl ürünü nedir|tahýl ürünü||ENTITY|PLANT|Buðday
Çay hangi toprakta daha iyi yetiþir|hangi toprakta||ENTITY|OTHERS|Kireçsiz
Maki ve çalýlýklarýn yaygýn olduðu bölgelerde yapýlan hayvancýlýkta hangi hayvan daha yaygýndýr|hangi hayvan||ENTITY|OTHERS|Kýl keçisi
Bozkýrlarýn daha yoðun olduðu yörelerde hangi hayvan yetiþtiriciliði fazladýr|hangi hayvan yetiþtiriciliði||ENTITY|OTHERS|Koyun
Çayýrlarýn daha fazla görüldüðü bölgelerde hangi hayvan daha çok yetiþtirilir|hangi hayvan||ENTITY|OTHERS|Sýðýr
Dut aðaçlarýnýn yaygýn olduðu bölgelerde hangi hayvandan daha çok faydalanýlýr|hangi hayvandan||ENTITY|OTHERS|Ýpek böceði
Çam ormanlarýnýn daha fazla olduðu yörelerde görülen hayvancýlýk çeþidi nedir|hayvancýlýk çeþidi||ENTITY|OTHERS|Arýcýlýk
Seramik, porselen, çömlek, tuðla ve kiremit yapýmýnda ham madde olarak hangi toprak çeþidi kullanýlýr|hangi toprak çeþidi||ENTITY|OTHERS|Killi toprak
Türkiyede yaklaþýk kaç farklý bitki türü bulunmaktadýr|kaç bitki türü||NUMERIC|COUNT|20000
Türkiyedeki bitki çeþitlilðinin fazla olmasýnýn en önemli sebebi nedir|sebebi||DESCRIPTION|REASON|Ýklim
Sadece türkiyede bulunan ve dünyanýn baþka hiç bir yerinde görülmeyen bitkilere ne ad verilir|bitkilere ad||DESCRIPTION|DEFINITION|Endemik bitki
3. ve 4. Jeolojik zamanda oluþmuþ, günümüzde yetiþmesi imkansýz bitkilere ne denir|bitkilere denir||DESCRIPTION|DEFINITION|Relikt
Ülkemizin yüzde kaçý ormanlarla kaplýdýr|Ülkemizin yüzde kaçý||NUMERIC|PERCENTAGE|0.28/%28/28%
Aðaçlar yapraklarýnýn özelliklerine göre kaça ayrýlýrlar|Aðaçlar kaça ayrýlýrlar||NUMERIC|COUNT|2
Kýzýlçamýn dünyada en geniþ yayýlýþ alaný nerededir|yayýlýþ alaný nerededir||LOCATION|LOCATION|Türkiye
Sarýçam türkiyede daha çok nerede bulunur|nerede bulunur||LOCATION|REGION.LOCAL|Kuzey anadolu daðlarý
Kýzýlaðaç en fazla kaç metre yükseklikte görülür|kaç metre yükseklikte||NUMERIC|SIZE.HEIGHT|1000 metre
Ihlamur en fazla kaç metre yükseklikte görülür|kaç metre yükseklikte||NUMERIC|SIZE.HEIGHT|1000 metre
Karaçam ortalama hangi yüksekliklerde görülür|hangi yüksekliklerde||NUMERIC|SIZE.HEIGHT|1000-2000 metre
Göknar ortalama hangi yükseklerde görülür|hangi yükseklikte||NUMERIC|SIZE.HEIGHT|1000-1500 metre
Maki bitki örtüsünün ortalama boyu ne kadardýr|ortalama boyu ne kadardýr||NUMERIC|SIZE.HEIGHT|1-3 metre
Maki hangi iklime uygun bir bitki örtüsüdür|hangi iklime||ENTITY|OTHERS|Akdeniz
Karadeniz kýyýlarýnda ormanlarýn tahrip edildiði bölgelerde rastlanan çalýlara ne ad verilir|çalýlara ad||DESCRIPTION|DEFINITION|Psödomaki
Kurak bölgelerde ilkbahar yaðýþýyla yeþeren ve yazýn sararan ot topluluklarýna ne denir|ot topluluklarýna denir||DESCRIPTION|DEFINITION|Bozkýr
Türkiyenin iç kesimlerinde ormanlarýn tahrip edilmesiyle oluþan ve doðal olmayan bozkýr alanlarýna ne denir|bozkýr alanlarýna denir||DESCRIPTION|DEFINITION|Antropojen bozkýr
Ýlkbaharda yeþerip yaz boyu yeþil kalan ve bozkýrdan daha gür olan bitki örtüsüne ne denir|bitki örtüsüne denir||DESCRIPTION|DEFINITION|Alpin çayýr
Alpin çayýrlarda ne çeþit hayvancýlýk yapýlýr|ne çeþit hayvancýlýk||ENTITY|OTHERS|Büyükbaþ
Akarsularýn taþýdýklarý malzeme ile kendi önlerini kapatmalarý sonucu oluþan göllere ne ad verilir|göllere ad||DESCRIPTION|DEFINITION|Set gölleri
Toprak çeþitlerinden hangisinin tarýmsal verimliliði en fazladýr|Toprak çeþitlerinden hangisinin||ENTITY|OTHERS|Alüvyal
Türkiye ormanlarýnýn yüzde kaçý Karadeniz bölgesinde bulunur|Türkiye ormanlarýnýn yüzde kaçý||NUMERIC|PERCENTAGE|0.25/25%/%25
Türkiye ormanlarýnýn yüzde kaçý ege bölgesinde bulunur|Türkiye ormanlarýnýn yüzde kaçý||NUMERIC|PERCENTAGE|0,17
Can ve mal kayýplarýna neden olan doða olaylarýna ne denir|doða olaylarýna||DESCRIPTION|DEFINITION|Doðal afet
Doðal afetler oluþum nedenlerine göre kaça ayrýlýrlar|Doðal afetler kaça ayrýlýrlar||NUMERIC|COUNT|2
Doðal afetler geliþim hýzlarýna göre kaça ayrýlýrlar|Doðal afetler kaça ayrýlýrlar||NUMERIC|COUNT|2
Yer kabuðunda meydana gelen ani ve kýsa süreli sarsýntýlara ne ad verilir|sarsýntýlara ad||DESCRIPTION|DEFINITION|Deprem
Depremler oluþumlarýna göre kaça ayrýlýr|Depremler kaça ayrýlýr||NUMERIC|COUNT|3
Dünyada en fazla deprem hangi deprem kuþaðýnda meydana gelir|hangi deprem kuþaðýnda||ENTITY|OTHERS|Büyük okyanus
Büyük okyanus deprem kuþaðýnda dünya depremlerinin yüzde kaçý meydana gelir|dünya depremlerinin yüzde kaçý||NUMERIC|PERCENTAGE|0.68/68%/%68
Alp-Himalaya kuþaðýnda dünyadaki depremlerin yüzde kaçý meydana gelir|depremlerin yüzde kaçý||NUMERIC|PERCENTAGE|0.25/%25/25%
Ülkemizde þu an faal durumda olan kaç organize sanayi vardýr|kaç organize sanayi||NUMERIC|COUNT|100 civarý
Bolu otoyol tüneli hangi projenin bir parçasýdýr|hangi projenin||ENTITY|OTHERS|Bolu Daðý Geçiþi Projesi
Kara Yollarý Genel Müdürlüðü ne zaman kurulmuþtur|ne zaman kurulmuþtur||TEMPORAL|DATE|1950
KGM neyin kýsaltmasýdýr|neyin kýsaltmasýdýr||ABBREVIATION|EXPRESSION|Kara Yollarý Genel Müdürlüðü
Bir limanýn iç bölgelerle olan ulaþým baðlantýsý özelliðine ne denir|ulaþým baðlantýsý özelliðine denir||DESCRIPTION|DEFINITION|Hinterlant
Hinterlant'ýn diðer adý nedir|Hinterlantýn adý||ENTITY|OTHERS|Art bölge
Ülkemizin en iþlek limaný hangisidir|Ülkemizin limaný||ENTITY|OTHERS|Ýstanbul limaný
BTC nedir|BTC||ABBREVIATION|EXPRESSION|Bakü-Tiflis-Ceyhan Boru Hattý
Mavi Akým Projesi hangi tarihte tamamlanmýþtýr|hangi tarihte||TEMPORAL|DATE|2002
Hazar-Türkiye-Avrupa Doðal gaz hattý hangi proje kapsamýnda ilerlemektedir|hangi proje kapsamýnda||ENTITY|OTHERS|Nabuco Projesi
Üretilen mal ve hizmetlerin alýnýp satýlmasýna ne denir|alýnýp satýlmasýna denir||DESCRIPTION|DEFINITION|Ticaret
Milet Amfi Tiyatrosu hangi ildedir|hangi ildedir||LOCATION|CITY|Aydýn
Milet Amfi Tiyatrosu hangi ilçededir|hangi ilçededir||LOCATION|CITY|Söke
Efes'i yýlda ortalama kaç kiþi ziyaret etmektedir|kaç kiþi||NUMERIC|SIZE.POPULATION|1.5 Milyon kiþi
Ülkemizde kaç ilde kaplýca bulunmaktadýr|kaç ilde||NUMERIC|COUNT|46
Ülkemizdeki 2010 yýlýnda toplam turist sayýsý ne kadardýr|toplam turist sayýsý ne kadardýr||NUMERIC|SIZE.POPULATION|28.632.204
Turizm teþvik kanunu ne zaman çýkmýþtýr|ne zaman çýkmýþtýr||TEMPORAL|DATE|1982
Türsab nedir|Türsab||ABBREVIATION|EXPRESSION|Türkiye Seyahat Acenteleri Birliði
Avrupa'da endemik bitki sayýsý toplamý ne kadardýr|endemik bitki sayýsý toplamý ne kadardýr||NUMERIC|COUNT|2750
Türkiye'de endemik bitki kaç adettir|endemik bitki sayýsý kaç adettir||NUMERIC|COUNT|3000
Karain maðarasý hangi ilin sýnýrlarý içerisindedir|hangi ilin||LOCATION|CITY|Antalya
Yere Batan Sarnýcý kim tarafýndan yaptýrýlmýþtýr|kim tarafýndan||HUMAN|INDIVIDUAL|I.Jüstinyen
Yere Batan Sarnýcý hangi tarihler arasýnda yaptýrýlmýþtýr|hangi tarihler arasýnda||TEMPORAL|DATE|532-537 yýllarý
Ayasofya kim tarafýndan camiye dönüþtürülmüþtür|kim tarafýndan||HUMAN|INDIVIDUAL|Fatih Sultan Mehmet
Ayasofya günümüzde ne olarak hizmet vermektedir|ne olarak||DESCRIPTION|REASON|Müze
TSE ne demektir|TSE||ABBREVIATION|EXPRESSION|Türk Standartlarý Enstitüsü
TSE ne zaman kurulmuþtur|ne zaman kurulmuþtur||TEMPORAL|DATE|1954
TSE baðýmsýz bir kamu kuruluþuna ne zaman dönüþmüþtür|ne zaman dönüþmüþtür||TEMPORAL|DATE|1960
Hýzlý Tren projesi kapsamýnda Ankara-Ýstanbul arasý yolculuk süresinin kaç saat olmasý beklenmektedir|kaç saat||NUMERIC|COUNT|3 Saat
2010 yýlý verilerine göre ülkemizdeki otoyol uzunluðu ne kadardýr|otoyol uzunluðu ne kadardýr||NUMERIC|SIZE.LENGTH|2080 km
Türkiye'de ilk þeker fabrikasý hangi tarihte kurulmuþtur|hangi tarihte||TEMPORAL|DATE|1926
Ülkemizde hangi bölge dýþýnda bütün bölgelerde þeker fabrikasý vardýr|hangi bölge dýþýnda||LOCATION|REGION.LOCAL|Güneydoðu Anadolu
Türkiye'de birinci beþ yýllýk sanayi alaný hangi tarihte yürürlüðe konmuþtur|hangi tarihte||TEMPORAL|DATE|1933
Sanayi’nin diðer adý nedir|Sanayinin adý||ENTITY|OTHERS|Endüstri
Oltu taþý hangi ilimizde çýkarýlmaktadýr|hangi ilimizde||LOCATION|CITY|Erzurum
Kütahya’nýn hangi ilçesinde feldispat yataklarý mevcuttur|Kütahyanýn hangi ilçesinde||LOCATION|CITY|Simav
Hýzla akan suyun, elektrik üreten türbinleri çalýþtýrmasý ile oluþan enerji ne enerjisidir|ne enerjisidir||DESCRIPTION|DEFINITION|Hidroelektrik enerjisi
Ýzmir Ýktisat kongresi kimin teþviki ile olmuþtur|kimin teþviki ile||HUMAN|INDIVIDUAL|Mustafa Kemal Atatürk
Türkiye'deki kültür balýkçýlýðý hangi iki balýk üzerine yoðunlaþmýþtýr|hangi iki balýk||ENTITY|OTHERS|Alabalýk sazan
Türkiye Sanayi ve Maden Bankasý hangi tarihte kurulmuþtur|hangi tarihte||TEMPORAL|DATE|1923
Tiftik keçisi ne olarak da bilinir|ne olarak da||ENTITY|OTHERS|Ankara Keçisi
Koyun ve keçi gibi hayvanlarýn genel adý nedir|hayvanlarýn genel adý||ENTITY|OTHERS|Küçükbaþ hayvan
Ýpek böceði yetiþtirme ve ondan koza elde etme iþine ne ad verilir|iþine ad||DESCRIPTION|DEFINITION|Ýpek böcekçiliði
Ýpek böcekçiliði en çok hangi bölgemizde yapýlmaktadýr|hangi bölgemizde||LOCATION|REGION.LOCAL|Marmara
Ýpek böceði daha çok hangi aðacýn yapraklarý ile beslenir|hangi aðacýn||ENTITY|PLANT|Dut aðacý
Anzer balý hangi ilimize özgüdür|hangi ilimize||LOCATION|CITY|Rize
Denizlerden üretilen balýk üretiminin yüzde kaçý Karadeniz bölgesinden karþýlanýr|balýk üretiminin yüzde kaçý||NUMERIC|PERCENTAGE|0.67/67%/%67
Tek sývý maden hangisidir|Tek sývý maden||ENTITY|SUBSTANCE|Civa
Türkiye hangi deprem kuþaðýnda yer almaktadýr|hangi deprem kuþaðýnda||ENTITY|OTHERS|Alp himalaya
Türkiyede kaç tane deprem bölgesi vardýr|kaç tane deprem bölgesi||NUMERIC|COUNT|3
Topraðýn belirli bir süre için tamamen veya kýsmen aniden su altýnda kalmasýna ne denir|su altýnda kalmasýna denir||DESCRIPTION|DEFINITION|Sel
Sel sularýnýn akarsu yataðýnýn dýþýna çýkarak tarým alanlarýna taþmasýna ne denir|taþmasýna denir||DESCRIPTION|DEFINITION|Taþkýn
Dünyada sel felaketleri en çok nerede yaþanýr|nerede yaþanýr||LOCATION|LOCATION|Güney asya
Bangladeþte dünyada görülen sel felaketlerinin yüzde kaçý meydana gelir|sel felaketlerinin yüzde kaçý||NUMERIC|PERCENTAGE|0.65/%65/65%
Türkiyede yýlda ortalama kaç adet sel felaketi olmaktadýr|kaç adet sel felaketi||NUMERIC|AVERAGE|23
Uzun bir zaman içinde yaðýþýn belirgin bir þekilde normal deðerlerin altýna düþmesine ne denir|düþmesine denir||DESCRIPTION|DEFINITION|Kuraklýk
Toprak yüzeyinin akarsular, sel sularý ve rüzgar gibi dýþ kuvvetler tarafýndan aþýndýrýlarak taþýnmasýna ne denir|taþýnmasýna denir||DESCRIPTION|DEFINITION|Erozyon
Yamaç boyunca taþ, kum ve toprak tabakalarýnýn yer deðiþtirmesi olayýna ne denir|yer deðiþtirmesi olayýna denir||DESCRIPTION|DEFINITION|Kütle hareketi
Eðimli yamaçlarda fazla yaðýþlarla doygun hale gelen topraðýn adeta bir hamur gibi yamaç boyunca kaymasýna ne denir|kaymasýna denir||DESCRIPTION|DEFINITION|Heyelan
Toprak kaymalarýný harekete geçiren en önemli faktör nedir|faktör||DESCRIPTION|REASON|Yer çekimi
Karadeniz kýyýlarýnýn yüzde kaçý heyelan riski taþýr|Karadeniz kýyýlarýnýn yüzde kaçý||NUMERIC|PERCENTAGE|0.89/%89/89%
Türkiyede heyelan olaylarý en çok hangi mevsimde olur|hangi mevsimde||TEMPORAL|SEASON|Ýlkbahar
Kar örtüsünün hýzlý bir þekilde eðim yönünde hareket etmesine ne denir|hareket etmesine denir||DESCRIPTION|DEFINITION|Çýð
Rüzgarýn hýzý kaç kilometrenin üzerine çýkarsa fýrtýna denir|kaç kilometrenin üzerine||NUMERIC|SPEED|63 km
Kasýrgalarýn saattaki ortalama hýzlarý kaçtýr|hýzlarý kaçtýr||NUMERIC|SPEED|120 km
Hýzlý bir þekilde dönen hava kolonlarýnýnýn buluduðu fýrtýna sistemine ne ad verilir|fýrtýna sistemine ad||ENTITY|OTHERS|Hortum
Yeryüzünde en þiddetli kasýrgalar hangi kuþakta görülür|hangi kuþakta||ENTITY|OTHERS|Tropikal
Yeryüzüne yaklaþýk olarak kaç adet aktif volkan vardýr|kaç adet aktif volkan||NUMERIC|COUNT|500
Dünyadaki aktif volkanlar en fazla hangi bölgede konumlanmýþtýr|hangi bölgede||LOCATION|REGION|Büyük okyanus çevresi
Depremler nedeniyle okyanus kýyýlarýnda oluþan dev dalgalara ne ad verilir|dev dalgalara ad||DESCRIPTION|DEFINITION|Tsunami
Türkiyede en fazla can kaybýna yol açan doðal afetin adý nedir|doðal afetin adý||ENTITY|OTHERS|Deprem
Kar yaðýþlarýnýn fazla, arazinin engebeli olduðu bölgelerde hangi doðal afet daha fazla görülür|hangi doðal afet||ENTITY|OTHERS|Çýð
Türkiyenin en doðu ile en batý ucu arasýnaki zaman farký kaçtýr|zaman farký kaçtýr||NUMERIC|COUNT|76 dk
Türkiyenin ortalama yüz ölçümü ne kadardýr|yüz ölçümü ne kadardýr||NUMERIC|SIZE.AREA|814.000 km2
Aðrý daðýnýn yüksekliði yaklaþýk kaç metredir|kaç metredir||NUMERIC|SIZE.HEIGHT|5100 m
Kýzýlýrmak nehrinin uzunluðu kaç metredir|kaç metredir||NUMERIC|SIZE.LENGTH|1350 m
Türkiyenin kara sýnýrlarýnýn toplam uzunluðu ne kadardýr|toplam uzunluðu ne kadardýr||NUMERIC|SIZE.LENGTH|2753 km
Türkiyenin suriye ile olan sýnýrýnýn uzunluðu ne kadardýr|uzunluðu ne kadardýr||NUMERIC|SIZE.LENGTH|877 km
Türkiyenin iran ile olan sýnýrýnýn uzunluðu ne kadardýr|uzunluðu ne kadardýr||NUMERIC|SIZE.LENGTH|454 km
Türkiyenin Irak ile olan sýnýrýnýn uzunluðu kaç kilometredir|kaç kilometredir||NUMERIC|SIZE.LENGTH|331 km
Türkiyenin Ermenistan ile olan sýnýrýnýn uzunluðu kaç kilometredir|kaç kilometredir||NUMERIC|SIZE.LENGTH|316 km
Türkiyenin Yunanistan ile olan sýnýrýnýn uzunluðu kaç kilometredir|kaç kilometredir||NUMERIC|SIZE.LENGTH|212 km
Türkiyenin en büyük adasý hangisidir|adasý||LOCATION|CITY|Gökçeada
Gökçeadanýn yüz ölçümü kaç kilometre karedir|kaç kilometre karedir||NUMERIC|SIZE.AREA|279 km2
Türkiyenin en büyük baraj gölünün adý nedir|baraj gölünün adý||ENTITY|OTHERS|Atatürk
Atatürk baraj gölünün büyüklüðü ne kadardýr|büyüklüðü ne kadardýr||NUMERIC|SIZE.AREA|817 km2
Türkiyenin en doðu ucu ile en batý ucu arasýndaki uzaklýk ne kadardýr|uzaklýk ne kadardýr||NUMERIC|SIZE.LENGTH|1565 km
Türkiyenin yüzölçümü olarak en büyük bölgesi hangisidir|bölgesi||LOCATION|REGION.LOCAL|Doðu anadolu bölgesi
Doðu anadolu bölgesinin yüz ölçümü yaklaþýk ne kadardýr|yüz ölçümü yaklaþýk ne kadardýr||NUMERIC|SIZE.AREA|163.000 km2
Doðu anadolu bölgesinde kaç bölüm vardýr|kaç bölüm||NUMERIC|COUNT|4
Doðu anadolu bölgesinin nüfusu ortalama ne kadardýr|nüfusu ne kadardýr||NUMERIC|SIZE.POPULATION|6147000
Fýrat sularýný nereye döker|nereye döker||LOCATION|LOCATION|Basra körfezi
Dicle sularýný nereye döker|nereye döker||LOCATION|LOCATION|Basra körfezi
Kura nehri sularýný nereye döker|nereye döker||LOCATION|LOCATION|Hazar denizi
Doðu anadolu bölgesinde kaç il vardýr|kaç il||NUMERIC|COUNT|14
Doðu anadolu bölgesinin en kalabalýk nüfusa sahip olan ili hangisidir|ili||LOCATION|CITY|Erzurum
Erzurumun nüfusu yaklaþýk ne kadardýr|nüfusu ne kadardýr||NUMERIC|SIZE.POPULATION|780000
Türkiyenin nüfus yoðunluðu en az olan bölgesi hangisidir|bölgesi||LOCATION|REGION.LOCAL|Doðu anadolu
Birleþmiþ milletler hangi tarihte kurulmuþtur|hangi tarihte||TEMPORAL|DATE|29 ekim 1945
Birleþmiþ milletler teþkilatýnýn kaç üyesi bulunmaktadýr|kaç üyesi||NUMERIC|COUNT|179
Birleþmiþ milletler bünyesinde tartýþma ve karar organý olan yapýnýn adý nedir|yapýnýn adý||DESCRIPTION|DEFINITION|Genel kurul
Birleþmiþ milletler genel kurulu yýlda kaç kez olaðan toplanýr|kaç kez||NUMERIC|COUNT|1
Birleþmiþ milletler güvenlik konseyi kaç üyeden oluþur|kaç üyeden||NUMERIC|COUNT|15
Birleþmiþ milletler güvenlik konseyi ne sýklýkta toplanýr|ne sýklýkta||NUMERIC|PERCENTAGE|Ayda bir
Birleþmiþ milletler uluslararasý adalet divaný kaç üyeden oluþmaktadýr|kaç üyeden||NUMERIC|COUNT|15
Birleþmiþ milletler uluslararasý adalet divanýnýn merkezi hangi ülkededir|hangi ülkededir||LOCATION|COUNTRY|Hollanda Lahey
Birleþmiþ milletler bünyesinde sömürge topraklarýyla ilgilenen alt kurulun adý nedir|alt kurulun adý||DESCRIPTION|DESCRIPTION|Vesayet konseyi
Birleþmiþ milletler ekonomik ve sosyal konseyi kaç üyeden oluþur|kaç üyeden||NUMERIC|COUNT|54
